index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
1085,VA,Kathleen J. Murphy,State House,34,309427.65,Virginia House Democratic Caucus,189100.0,David Holliday,22783.29,Lake Research Partners,18577.4,Left Hook,12000.0,NGP VAN,8110.0,Gumbinner & Davies,6322.0,Robert Campeau,5000.0,Battleaxe,4000.0,Madison Building Association,4000.0,ActBlue,3790.95,Political Funds & Groups,191326.0,Salary & Payroll,31961.76,Printing,18671.640000000003,Campaign Consulting,16955.73,Contribution & Donation,15300.0,Software & Technology,8110.0,Direct Mail,6322.0,Office Expenses,4614.210000000001,Credit Card Processing Fees,3790.95,General Operations & Supplies,2246.44
1086,VA,S. Rasoul,State House,11,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1087,VA,Todd E. Pillion,State Senate,40,261714.21,Friends Of Dr Todd Pillion,94661.45,Virginia Senate Republican Caucus,50000.0,Republican Party Of Virginia,37500.0,Michael Young,11620.0,The Olde Farm,10652.07,Colonial Leadership Trust PAC,7000.0,Tyler Lester,7000.0,Friends Of Glen Sturtevant,5000.0,Friends Of Siobhan Dunnavant,5000.0,Bobby May Advertising Specialties,2829.33,Political Funds & Groups,182161.45,Contribution & Donation,22485.85,Campaign Consulting,19830.0,Event Expenses,13942.07,General Operations & Supplies,6131.65,Printing,4018.9700000000007,Media & Ads,3702.53,Shipping & Postage,2733.93,Accounting & Financial Management,2630.0,Meals & Catering,2019.33
1088,VA,Michael J. Webert,State House,18,132737.1,Republican Party Of Virginia,52950.0,The Prosper Group,14107.2,Colonial Leadership Trust,10000.0,Virginia Treasurer Of,7470.35,Apl Consulting,6000.0,Victory Store,4314.84,Andrew Loposser,4313.0,Virginia Thoroughbred Association,2624.64,Forest Consulting Sevices,2555.0,Fauquier Springs Country Club,2154.09,Political Funds & Groups,53320.0,Contribution & Donation,21631.41,Digital & Social Media Consulting,14107.2,Campaign Consulting,7754.0,Direct Mail,6747.55,Meals & Catering,5327.11,General Operations & Supplies,4417.61,Software & Technology,3274.93,Accounting & Financial Management,2807.8,Event Expenses,2718.73
1089,VA,Thomas Kent Norment,State Senate,3,1312374.17,Friends Of Glen Sturtevant,364000.0,Virginia Senate Republican Caucus,225000.0,Friends Of Siobhan Dunnavant,216000.0,The Virginia Way,151000.0,Friends Of Jen Kiggans,119500.0,Lankford For Senate,30000.0,Republican Party Of Virginia,28000.0,Geary Higgins For Senate,25000.0,Ford's Colony,24071.800000000003,Mw Political,20000.0,Contribution & Donation,936246.3,Political Funds & Groups,253030.0,Meals & Catering,36911.19,Media & Ads,21148.54,Office Expenses,18120.83,"PR, Communications, & Marketing",9272.96,Campaign Consulting,6957.5,Software & Technology,6727.88,General Operations & Supplies,4776.27,Fundraising & Fundraising Consulting,3650.58
1090,VA,C. Todd Gilbert,State House,15,538630.5399999999,Republican Party Of Virginia,342675.07,Rocky Holcomb For Delegate,79500.0,Colonial Leadership Trust PAC,25000.0,Timothy Hugo For Delegate,15000.0,Jeff Walters,9041.53,Acquire Digital,8000.0,Friends Of Bob Thomas,8000.0,Tony Wilt For Delegate,5250.0,Todd Gilbert,5090.23,Debbie Thompson,3850.0,Political Funds & Groups,342675.07,Contribution & Donation,142926.49,Salary & Payroll,9059.010000000002,General Operations & Supplies,8740.77,Office Expenses,6923.660000000001,Travel & Lodging,5908.77,Meals & Catering,3867.11,Fuel & Gas,3530.83,Payroll Tax,3020.52,Printing,2847.12
1091,VA,Joseph D. Morrissey,State Senate,16,12098.64,Automating Your Biz,2983.0,Wythken Printing,2134.35,Dejuan Hutchins,1023.0,Saad Elamin,1000.0,United States Postal Service/Postmaster (USPS),737.5,Celebritees,583.68,Nationbuilder,566.4,Whitney Spears,543.0,Department Of Elections,267.0,Classic Party Rental,262.21,General Operations & Supplies,4145.07,Office Expenses,1905.32,Credit Card Payment & Bank Fees,1000.0,Campaign Signs & Paraphernalia,773.68,Shipping & Postage,737.5,Salary & Payroll,693.0,Printing,605.05,Software & Technology,566.4,Media & Ads,542.0,Contribution & Donation,450.0
1092,VA,John J. McGuire,State House,56,102875.05,Republican Party Of Virginia,20775.07,FP1 Strategies,12300.0,Advancing Strategies,6500.0,Bruce Schlesman,6000.0,Co Efficient Group,5000.0,Forest Consulting Services,3625.0,Thomas Garrett,3000.0,Nationbuilder,2926.0,The Commonwealth Club,2561.87,White House Catering,2278.45,Campaign Consulting,31550.0,Political Funds & Groups,20775.07,Contribution & Donation,7480.0,Meals & Catering,7166.240000000002,Media & Ads,6180.1900000000005,Canvassing & Field Work,5000.0,Software & Technology,4836.0,Accounting & Financial Management,4275.0,Event Expenses,2288.91,Travel & Lodging,2219.84
1093,VA,Kenneth Ray Plum,State House,36,78120.41,House Democratic Caucus (Virginia),28000.0,United States Postal Service/Postmaster (USPS),15960.18,Uspress,7937.77,Friends Of Wendy Gooditis,2000.0,Hidden Creek Country Club,1795.94,Elizabeth Guzman For Delegate,1620.0,Commonwealth Victory Fund,1000.0,Friends Of Sheila For Delegate,1000.0,Willards Bbq,916.47,Reston Association,830.0,Contribution & Donation,43010.65,Shipping & Postage,15996.829999999998,Media & Ads,8481.220000000001,Event Expenses,2930.0,Meals & Catering,2881.07,Travel & Lodging,1749.14,Office Expenses,942.88,Credit Card Processing Fees,811.5800000000002,Campaign Signs & Paraphernalia,512.5,General Operations & Supplies,374.15
1094,VA,Jason S. Miyares,State House,82,136437.78999999998,Republican Party Of Virginia,60200.0,Majority Strategies,19325.65,Colonial Leadership Trust,11000.0,Thatch And Associates,6092.5,The McDonnell Group,5606.13,Tusk Consulting,4692.7,Ppg Consulting,4625.0,Gotprint,4364.11,Creative Direct,3593.85,Chick's Oyster Bar,2928.09,Political Funds & Groups,60200.0,"PR, Communications, & Marketing",19325.65,Fundraising & Fundraising Consulting,14483.830000000002,Contribution & Donation,14250.0,Canvassing & Field Work,6092.5,Printing,4364.11,Travel & Lodging,3593.85,Meals & Catering,3468.09,General Operations & Supplies,2287.81,Office Expenses,1976.24
1095,VT,Tanya Vyhovsky,State House,Chittenden-8-1,13064.03,Noah Detzer,3500.0,First Step Print Shop,3118.73,United States Postal Service/Postmaster (USPS),1613.6,Front Porch Forum,1035.0,Nathaniel Kemp,1000.0,Minuteman Press,756.3,ActBlue,378.0700000000001,Good Craft,332.45,Vermont Progressive Party,300.0,Beckett Mailing Services,197.0,Salary & Payroll,3500.0,Printing,3418.7300000000005,Shipping & Postage,1873.67,Media & Ads,1256.3,Software & Technology,1077.4,General Operations & Supplies,676.44,Credit Card Processing Fees,378.0700000000001,Campaign Signs & Paraphernalia,332.45,Office Expenses,207.38,Website Services,132.0
1096,VT,Russ Ingalls,State Senate,Essex-Orleans,20021.480000000003,The Memphremagog Press,5457.599999999999,Vermont Broadcast Associates,4662.0,The Chronicle,2193.75,Newport Daily Express,2048.0,Caledonia Record,1979.0,The News And Sentinel,1770.0,Vermont Pie Pasta Company,1507.13,Newport Dispatch,200.0,Josh Olney Golf Shop,100.0,Ocbr,100.0,Media & Ads,18310.35,Meals & Catering,1200.0,Printing,307.13,General Operations & Supplies,200.0,Credit Card Payment & Bank Fees,4.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1097,VT,Alice M. Emmons,State House,Windsor-3-2,3135.34,Emmons Alice Marie,985.45,United States Postal Service/Postmaster (USPS),985.45,Red House Press,347.95,Super Cheap Signs,302.5,Vdhc,250.0,Vermont Democratic Party,200.0,Staples,38.99,Springfield Democratic Town Committee (Vermont),25.0,No ranked payee found,0.0,No ranked payee found,0.0,Credit Card Payment & Bank Fees,985.45,Shipping & Postage,985.45,Media & Ads,372.95,Campaign Signs & Paraphernalia,302.5,Contribution & Donation,250.0,Political Funds & Groups,200.0,Office Expenses,38.99,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1098,VT,John Arrison,State House,Windsor-2,1926.11,Vermont Journal,1200.0,Doolittle's Copy Print,661.5,108578,40.0,Town Of Cavendish,13.75,United States Postal Service/Postmaster (USPS),10.86,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Media & Ads,1250.0,Campaign Signs & Paraphernalia,611.5,Shipping & Postage,50.86,Direct Mail,13.75,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1099,VT,Phillip B. Scott,Governor,,331882.49,Optimus Consulting,169550.0,Optimus Analytics,53500.0,Jason Maulucci,13482.41,Jet Service Envelope Company,12147.05,United States Postal Service/Postmaster (USPS),9423.59,Voter Gravity,9414.9,The Mailing Center,6453.84,Anedot,5984.92,Charlie Myers,5336.23,Paydata Payroll Services,5320.32,Data & Database Services,169550.0,Media & Ads,62029.36,Salary & Payroll,24503.6,Shipping & Postage,15877.429999999998,Software & Technology,14311.2,Polling & Research,13500.0,Travel & Lodging,12147.05,Credit Card Processing Fees,6143.02,Taxes,3447.44,Contribution & Donation,3000.0
1100,VT,Emma Mulvaney-Stanak,State House,Chittenden-6-2,10332.34,First Step Print Shop,2302.5999999999995,Sarah Sciortino,2000.0,Pushcart Designs,1595.0,Vantage Press,1591.61,United States Postal Service/Postmaster (USPS),652.1800000000001,ActBlue,391.85,New Duds,359.0,Aalv,300.0,Wix,226.2,Beckett Mailing Services,163.0,Printing,3994.21,Salary & Payroll,2000.0,Travel & Lodging,1595.0,Shipping & Postage,815.1800000000001,Credit Card Processing Fees,391.85,Campaign Signs & Paraphernalia,359.0,General Operations & Supplies,354.58,Website Services,226.2,Media & Ads,150.0,Meals & Catering,147.81
1101,VT,Kevin B. Christie,State House,Windsor-4-2,1950.0,Waterbury Area Senior Center,1177.5,Spectrum Marketing,772.5,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Contribution & Donation,1177.5,"PR, Communications, & Marketing",772.5,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1102,VT,Robert G. Helm,State House,Rutland-3,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1103,VT,Richard T. Mazza,State Senate,Grand Isle,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1104,VT,Michael L. Yantachka,State House,Chittenden-4-1,528.8299999999999,Charlotte News,297.5,Shelburne News,230.0,ActBlue,1.33,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Media & Ads,527.5,Credit Card Processing Fees,1.33,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1105,VT,Randolph D. Brock,State Senate,Franklin,8217.33,Nationbuilder,2975.0,Franklin County Republican Party (Vermont),1515.0,Imageworks,1250.0,Bent Media,800.0,Vistaprint,457.86,Friends Of Corey Parent,221.25,United States Postal Service/Postmaster (USPS),200.0,Staples,154.56,Stripe,147.33,Maple Leaf It,108.89,Software & Technology,3163.34,Media & Ads,2315.0,Printing,1307.86,Political Funds & Groups,500.0,Travel & Lodging,221.25,Shipping & Postage,200.0,Office Expenses,154.56,Credit Card Processing Fees,147.33,Campaign Signs & Paraphernalia,114.47,General Operations & Supplies,93.52
1106,VT,Christopher Mattos,State House,Chittenden-10,1862.05,Spectrum Marketing,1862.05,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,"PR, Communications, & Marketing",1862.05,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1107,VT,Mary A. Morrissey,State House,Bennington-2-2,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1108,VT,Brian Cina,State House,Chittenden-6-4,425.25,Vermont Progressive Party,300.0,Brian Cina,120.0,Paypal,5.25,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Printing,300.0,Reimbursement,120.0,Credit Card Processing Fees,5.25,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1109,VT,Robert Hooper,State House,Chittenden-6-1,832.1500000000001,Costco,356.1,North Avenue News,155.0,Staples,105.93,Gregory Forber,80.0,The UPS Store,60.33,Hooper Robert Jeffery,44.16,ActBlue,30.63,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,General Operations & Supplies,356.1,Media & Ads,155.0,Office Expenses,105.93,Direct Mail,80.0,Shipping & Postage,60.33,Reimbursement,44.16,Credit Card Processing Fees,30.63,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1110,VT,Mollie S. Burke,State House,Windham-2-2,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1111,VT,John O'Brien,State House,Windsor-Orange-1,834.96,Vermont Democratic Party,500.0,Mascoma Bank,280.0,Office Of Legislative Council,54.96,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Political Funds & Groups,500.0,Credit Card Payment & Bank Fees,280.0,Office Expenses,54.96,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1112,VT,Jay Hooper,State House,Orange-Washington-Addison,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1113,VT,Kenneth W. Goslant,State House,Washington-1,5145.43,Jet Service,3645.43,Northfield News,750.0,Timesargus,550.0,Cardnal Point,200.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Travel & Lodging,3845.43,Media & Ads,1300.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1114,VT,James Gregoire,State House,Franklin-6,2671.59,Spectrum Marketing,678.0,Franklin County GOP (Vermont),600.0,Banners On The Cheap,539.45,James Gregoire,499.03,Imperium Advisors,188.0,United States Postal Service/Postmaster (USPS),165.0,Walgreens,2.11,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,"PR, Communications, & Marketing",678.0,General Operations & Supplies,600.0,Campaign Signs & Paraphernalia,539.45,Credit Card Payment & Bank Fees,499.03,Shipping & Postage,165.0,Media & Ads,94.0,Software & Technology,94.0,Office Expenses,2.11,No ranked category found,0.0,No ranked category found,0.0
