STATE,NAME,ASSOCIATED QUERY,OFFICE,DISTRICT,ELECTION YEAR
IL,SUZANNE M. NESS,CITIZENS FOR SUZANNE NESS,STATE HOUSE,66,2020.0
IL,CYRIL NICHOLS,NOT FOUND,STATE HOUSE,32,
IL,ADAM M. NIEMERG,COMMITTEE TO ELECT ADAM NIEMERG,STATE HOUSE,109,2020.0
IL,AARON M. ORTIZ,FRIENDS OF AARON ORTIZ,STATE HOUSE,1,2020.0
IL,TIM OZINGA,NOT FOUND,STATE HOUSE,37,2020.0
IL,CRISTINA PACIONE-ZAYAS,NOT FOUND,STATE SENATE,20,
IL,ROBERT PETERS,NOT FOUND,STATE SENATE,13,2020.0
IL,JASON PLUMMER,NOT FOUND,STATE SENATE,54,2018.0
IL,JAY PRITZKER,JB FOR GOVERNOR,GOVERNOR,,2018.0
IL,DELIA CATALINA RAMIREZ,NOT FOUND,STATE HOUSE,4,2020.0
IL,STEVEN REICK,CITIZENS TO ELECT STEVEN REICK,STATE HOUSE,63,2020.0
IL,SUE REZIN,FRIENDS OF SUE REZIN,STATE SENATE,38,2018.0
IL,ROBERT A. RITA,FRIENDS OF ROBERT BOB RITA,STATE HOUSE,28,2020.0
IL,LAMONT J. ROBINSON,FRIENDS TO ELECT LAMONT ROBINSON,STATE HOUSE,5,2020.0
IL,JANET YANG ROHR,FRIENDS OF JANET YANG ROHR,STATE HOUSE,41,2020.0
IL,CHAPIN ROSE,FRIENDS OF CHAPIN ROSE,STATE SENATE,51,2018.0
IL,SUE SCHERER,FRIENDS OF SUE SCHERER,STATE HOUSE,96,2020.0
IL,DAVE SEVERIN,FRIENDS OF DAVE SEVERIN,STATE HOUSE,117,2020.0
IL,MICHAEL SIMMONS,NOT FOUND,STATE SENATE,7,
IL,ELGIE R. SIMS,FRIENDS OF ELGIE SIMS,STATE SENATE,17,2018.0
IL,JUSTIN Q. SLAUGHTER,FRIENDS OF JUSTIN SLAUGHTER,STATE HOUSE,27,2020.0
IL,NICHOLAS K. SMITH,FRIENDS OF NICHOLAS SMITH,STATE HOUSE,34,2020.0
IL,KEITH P. SOMMER,KEITH SOMMER CAMPAIGN COMMITTEE,STATE HOUSE,88,2020.0
IL,JOE SOSNOWSKI,CITIZENS FOR JOE SOSNOWSKI,STATE HOUSE,69,2020.0
IL,RYAN SPAIN,FRIENDS OF RYAN SPAIN,STATE HOUSE,73,2020.0
IL,STEVEN STADELMAN,NOT FOUND,STATE SENATE,34,2020.0
IL,ANNE M. STAVA-MURRAY,NOT FOUND,STATE HOUSE,81,2020.0
IL,BRADLEY A. STEPHENS,BRAD STEPHENS FOR STATE REPRESENTATIVE,STATE HOUSE,20,2020.0
IL,BRIAN W. STEWART,CITIZENS FOR BRIAN W STEWART,STATE SENATE,45,2018.0
IL,WIN STOLLER,FRIENDS OF WIN STOLLER,STATE SENATE,37,2020.0
IL,DENYSE WANG STONEBACK,FRIENDS OF DENYSE WANG STONEBACK,STATE HOUSE,16,2020.0
IL,JULIANA STRATTON,FRIENDS OF JULIANA STRATTON,LIEUTENANT GOVERNOR,,2018.0
IL,KATIE STUART,FRIENDS FOR KATIE STUART,STATE HOUSE,112,2020.0
IL,DANIEL M. SWANSON,FRIENDS OF DAN SWANSON,STATE HOUSE,74,2020.0
IL,DAVE SYVERSON,DAVE SYVERSON CAMPAIGN COMMITTEE,STATE SENATE,35,2018.0
IL,CURTIS J. TARVER,FRIENDS OF CURTIS TARVER LL,STATE HOUSE,25,2020.0
IL,JIL W. TRACY,JIL TRACY FOR STATE SENATE,STATE SENATE,47,2018.0
IL,DORIS TURNER,FRIENDS OF DORIS TURNER,STATE SENATE,48,2021.0
IL,SALLY TURNER,NOT FOUND,STATE SENATE,44,
IL,DANIEL J. UGASTE,CITIZENS FOR DAN UGASTE,STATE HOUSE,65,2020.0
IL,PATRICIA VAN PELT,FRIENDS OF PATRICIA VAN PELT,STATE SENATE,5,2018.0
IL,DAVE VELLA,FRIENDS OF DAVE VELLA,STATE HOUSE,68,2020.0
IL,KARINA VILLA,CITIZENS FOR KARINA VILLA,STATE SENATE,25,2020.0
IL,CELINA VILLANUEVA,FRIENDS FOR CELINA VILLANUEVA,STATE SENATE,11,2020.0
IL,RAM VILLIVALAM,FRIENDS OF RAM,STATE SENATE,8,2018.0
IL,MARK L. WALKER,CITIZENS FOR MARK WALKER,STATE HOUSE,53,2020.0
IL,LAWRENCE M. WALSH,COMMITTEE TO ELECT LAWRENCE WALSH,STATE HOUSE,86,2020.0
IL,TOM WEBER,CITIZENS TO ELECT TOM WEBER,STATE HOUSE,64,2020.0
IL,EMANUEL WELCH,NOT FOUND,STATE HOUSE,7,2020.0
IL,DAVID ALLEN WELTER,FRIENDS OF DAVID A WELTER,STATE HOUSE,75,2020.0
IL,MAURICE A. WEST,CITIZENS FOR MAURICE WEST II,STATE HOUSE,67,2020.0
IL,KEITH R. WHEELER,COMMITTEE TO ELECT KEITH WHEELER,STATE HOUSE,50,2020.0
IL,CRAIG WILCOX,CITIZENS FOR COLONEL CRAIG WILCOX,STATE SENATE,32,2018.0
IL,BLAINE J. WILHOUR,CITIZENS FOR BLAINE WILHOUR,STATE HOUSE,107,2020.0
IL,ANN M. WILLIAMS,FRIENDS OF ANN M WILLIAMS,STATE HOUSE,11,2020.0
IL,JAWAHARIAL WILLIAMS,FRIENDS OF JAWAHARIAL OMARR WILLIAMS,STATE HOUSE,10,2020.0
IL,KATHLEEN WILLIS,FRIENDS TO ELECT KATHLEEN WILLIS,STATE HOUSE,77,2020.0
IL,PATRICK WINDHORST,CITIZENS FOR PATRICK WINDHORST,STATE HOUSE,118,2020.0
IL,LANCE YEDNOCK,FRIENDS OF LANCE YEDNOCK,STATE HOUSE,76,2020.0
IL,SAM YINGLING,FRIENDS OF SAM YINGLING,STATE HOUSE,62,2020.0
IL,MICHAEL J. ZALEWSKI,FRIENDS OF MIKE ZALEWSKI,STATE HOUSE,23,2020.0
IN,DAVID H. ABBOTT,DAVID HARRELL ABBOTT-COMMITTEE TO ELECT DAVE ABBOTT,STATE HOUSE,82,2020.0
IN,RONALD J. ALTING,RONNIE J. ALTING-RON ALTING FOR STATE SENATE COMMITTEE,STATE SENATE,22,2018.0
IN,MIKE ANDRADE,MIGUEL A ANDRADE-CITIZENS FOR MIKE ANDRADE,STATE HOUSE,12,2020.0
IN,TERRI JO AUSTIN,TERRI JO AUSTIN-COMMITTEE TO ELECT TERRI AUSTIN,STATE HOUSE,36,2020.0
IN,MICHAEL J. AYLESWORTH,MICHAEL JEROME AYLESWORTH-COMMITTEE TO ELECT MICHAEL AYLESWORTH,STATE HOUSE,11,2020.0
IN,BEAU BAIRD,JASON BEAU BAIRD-COMMITTEE TO ELECT BEAU BAIRD,STATE HOUSE,44,2020.0
IN,SCOTT A. BALDWIN,SCOTT A. BALDWIN-VOTE BALDWIN,STATE SENATE,20,2020.0
IN,BRADFORD J. BARRETT,BRADFORD J BARRETT-BARRETT ELECTION COMMITTEE,STATE HOUSE,56,2020.0
IN,STEPHEN R. BARTELS,STEPHEN RUSSEL BARTELS-FRIENDS OF STEPHEN BARTELS,STATE HOUSE,74,2020.0
IN,JOHN L. BARTLETT,JOHN L BARTLETT-JOHN L BARTLETT HOUSE 95 COMMITTEE,STATE HOUSE,95,2020.0
IN,ERIC BASSLER,ERIC BASSLER-BASSLER CAMPAIGN COMMITTEE,STATE SENATE,39,2018.0
IN,MAUREEN BAUER,MAUREEN ANNE BAUER-MAUREEN BAUER FOR STATE REPRESENTATIVE,STATE HOUSE,6,2020.0
IN,VANETA BECKER,VANETA G. BECKER-FRIENDS TO ELECT VANETA BECKER,STATE SENATE,50,2020.0
IN,ROBERT WILLIAM BEHNING,ROBERT BEHNING-COMMITTEE TO ELECT ROBERT BEHNING,STATE HOUSE,91,2020.0
IN,MIKE BOHACEK,MIKE BOHACEK-COMMITTEE TO ELECT BOHACEK FOR SENATE,STATE SENATE,8,2020.0
IN,PHILLIP L. BOOTS,PHILIP L. BOOTS-PHIL BOOTS FOR STATE SENATE DISTRICT 23 COMMITTEE,STATE SENATE,23,2018.0
IN,BRUCE A. BORDERS,BRUCE ALAN BORDERS-FRIENDS FOR BRUCE BORDERS,STATE HOUSE,45,2020.0
IN,PATRICIA A. BOY,PATRICIA A BOY-COMMITTEE TO ELECT PAT BOY,STATE HOUSE,9,2020.0
IN,RODRIC D. BRAY,RODRIC D BRAY-RODRIC D. BRAY FOR STATE SENATE,STATE SENATE,37,2020.0
IN,JEAN D. BREAUX,JEAN DOMINIQUE BREAUX-BREAUX FOR INDIANA,STATE SENATE,34,2020.0
IN,TIMOTHY N. BROWN,TIMOTHY N. BROWN-CITIZENS FOR TIM BROWN,STATE HOUSE,41,2020.0
IN,ELIZABETH BROWN,ELIZABETH  MARIE BROWN-FRIENDS OF LIZ BROWN,STATE SENATE,15,2018.0
IN,BRIAN BUCHANAN,BRIAN W BUCHANAN-BRIAN BUCHANAN FOR STATE SENATE,STATE SENATE,7,2020.0
IN,JAMES R. BUCK,JAMES R BUCK-CITIZENS FOR BUCK,STATE SENATE,21,2018.0
IN,JUSTIN BUSCH,JUSTIN THOMAS BUSCH-FRIENDS OF JUSTIN BUSCH,STATE SENATE,16,2020.0
IN,CHRIS CAMPBELL,CHRISTINE ANNE CAMPBELL-COMMITTEE TO ELECT CAMPBELL,STATE HOUSE,26,2020.0
IN,MARTIN CARBAUGH,MARTIN J CARBAUGH-VOTECARBAUGH.COM,STATE HOUSE,81,2020.0
IN,ED CHARBONNEAU,EDWARD E CHARBONNEAU-CHARBONNEAU FOR SENATE,STATE SENATE,5,2020.0
IN,ROBERT W. CHERRY,ROBERT W. CHERRY-COMMITTEE TO ELECT BOB CHERRY,STATE HOUSE,53,2020.0
IN,EDWARD D. CLERE,EDWARD DAVID CLERE-ED CLERE FOR STATE REPRESENTATIVE,STATE HOUSE,72,2020.0
IN,ANTHONY J. COOK,ANTHONY J COOK-COMMITTEE TO ELECT ANTHONY J. COOK,STATE HOUSE,32,2020.0
IN,JOHN BROCKMAN CRANE,JOHN BROCKMAN CRANE-CRANE FOR INDIANA COMMITTEE,STATE SENATE,24,2020.0
IN,MICHAEL R. CRIDER,MICHAEL RAY CRIDER`-CITIZENS FOR CRIDER,STATE SENATE,28,2020.0
IN,SUZANNE CROUCH,SUZANNE M CROUCH-FRIENDS OF SUZANNE CROUCH,LIEUTENANT GOVERNOR,,2020.0
IN,MICHELLE DAVIS,LAURA MICHELLE DAVIS-FRIENDS OF MICHELLE DAVIS,STATE HOUSE,58,2020.0
IN,STEVEN DAVISSON,STEVEN JOSEPH DAVISSON-WWW.STEVEDAVISSON.COM,STATE HOUSE,73,2020.0
IN,EDWARD O. DELANEY,EDWARD O DELANEY-ED DELANEY FOR OUR HOUSE,STATE HOUSE,86,2020.0
IN,DALE R. DEVON,DALE R DEVON-DALE DEVON FOR STATE REP,STATE HOUSE,5,2020.0
IN,STACEY DONATO,STACEY ANN DONATO-COMMITTEE TO ELECT STACEY A. DONATO,STATE SENATE,18,2020.0
IN,BLAKE DORIOT,C. BLAKE DORIOT-DORIOT FOR SENATE,STATE SENATE,12,2020.0
IN,RYAN M. DVORAK,RYAN MICHAEL DVORAK-RYAN DVORAK FOR STATE REPRESENTATIVE,STATE HOUSE,8,2020.0
IN,SEAN R. EBERHART,SEAN RICHARD EBERHART-COMMITTEE TO ELECT SEAN EBERHART,STATE HOUSE,57,2020.0
IN,JEFF ELLINGTON,JEFFREY ROGER ELLINGTON-FRIENDS OF JEFF ELLINGTON,STATE HOUSE,62,2020.0
IN,KAREN ENGLEMAN,KAREN SUE ENGLEMAN-COMMITTEE TO ELECT KAREN ENGLEMAN STATE REPRESENTATIVE DISTRICT 70,STATE HOUSE,70,2020.0
IN,SUE E. ERRINGTON,SUE E ERRINGTON-FRIENDS OF SUE ERRINGTON,STATE HOUSE,34,2020.0
IN,RITA A. FLEMING,RITA ANN FLEMING-FLEMING FOR DISTRICT #071,STATE HOUSE,71,2020.0
IN,JON FORD,JONATHAN FORD-COMMITTEE TO ELECT JON FORD,STATE SENATE,38,2018.0
IN,JD FORD,JAMES DAVID FORD-FRIENDS TO ELECT JD FORD,STATE SENATE,29,2018.0
IN,AARON FREEMAN,AARON MICHAEL FREEMAN-FREEMAN FOR INDIANA,STATE SENATE,32,2020.0
IN,RANDALL FRYE,RANDALL LUCIAN FRYE-FRIENDS OF RANDY FRYE,STATE HOUSE,67,2020.0
IN,CHRIS GARTEN,CHRISTOPHER PAUL` GARTEN-FRIENDS OF CHRIS GARTEN,STATE SENATE,45,2018.0
IN,MIKE GASKILL,MICHAEL R GASKILL-MIKE GASKILL FOR INDIANA,STATE SENATE,26,2018.0
IN,PHILIP GIAQUINTA,PHILIP KELLY GIAQUINTA-GIAQUINTA FOR STATE REPRESENTATIVE,STATE HOUSE,80,2020.0
IN,SUSAN C. GLICK,C. SUSAN GLICK-SUE GLICK FOR SENATE,STATE SENATE,13,2020.0
IN,CHARLES GOODRICH,CHARLES DOUGLAS GOODRICH-FRIENDS OF CHUCK GOODRICH,STATE HOUSE,29,2020.0
IN,MITCH GORE,MITCHELL ALAN GORE-COMMITTEE TO ELECT MITCH GORE,STATE HOUSE,89,2020.0
IN,RONALD T. GROOMS,RONALD THOMAS GROOMS-GROOMS FOR STATE SENATE,STATE SENATE,46,2018.0
IN,DOUGLAS L. GUTWEIN,DOUGLAS L GUTWEIN-FRIENDS OF DOUGLAS GUTWEIN,STATE HOUSE,16,2020.0
IN,CAREY HAMILTON,CAREY E HAMILTON-COMMITTEE TO ELECT CAREY HAMILTON,STATE HOUSE,87,2020.0
IN,EARL L. HARRIS,EARL L. HARRIS-HARRIS FOR STATE REPRESENTATIVE COMMITTEE,STATE HOUSE,2,2020.0
IN,RAGEN H. HATCHER,RAGEN HEATHER HATCHER-COMMITTEE TO ELECT RAGEN HATCHER,STATE HOUSE,3,2020.0
IN,RYAN DAVID HATFIELD,RYAN DAVID HATFIELD-FRIENDS OF RYAN HATFIELD,STATE HOUSE,77,2020.0
IN,BOB HEATON,ROBERT ALLEN HEATON-BOB HEATON FOR STATE REPRESENTATIVE COMMITTEE,STATE HOUSE,46,2020.0
IN,DAVE HEINE,DAVE ALLEN HEINE-CITIZENS FOR DAVE HEINE,STATE HOUSE,85,2020.0
IN,ERIC JOSEPH HOLCOMB,ERIC JOSEPH HOLCOMB-ERIC HOLCOMB FOR INDIANA,GOVERNOR,,2020.0
IN,TRAVIS HOLDMAN,TRAVIS LINN HOLDMAN-HOOSIERS FOR HOLDMAN,STATE SENATE,19,2018.0
IN,MATT HOSTETTLER,MATTHEW DOUGLAS HOSTETTLER-FRIENDS OF MATT HOSTETTLER,STATE HOUSE,64,2020.0
IN,ERIN HOUCHIN,ERIN HOUCHIN-FRIENDS OF ERIN HOUCHIN,STATE SENATE,47,2018.0
IN,TODD HUSTON,TODD MICHAEL HUSTON-TODD HUSTON FOR STATE REPRESENTATIVE,STATE HOUSE,37,2020.0
IN,CAROLYN B. JACKSON,CAROLYN BASCOMB JACKSON-COMMITTEE TO ELECT CAROLYN B. JACKSON,STATE HOUSE,1,2020.0
IN,JOHN JACOB,JOHN M JACOB-JOHN JACOB FOR STATE REPRESENTATIVE,STATE HOUSE,93,2020.0
IN,CHRIS JETER,CHRISTOPHER PAUL JETER-JETER FOR INDIANA,STATE HOUSE,88,2020.0
IN,BLAKE JOHNSON,BLAKE JOHNSON-JOHNSON FOR HOUSE,STATE HOUSE,100,2020.0
IN,JACK EDWARD JORDAN,JACK JORDAN-FRIENDS OF JACK JORDAN,STATE HOUSE,17,2020.0
IN,CHRISTOPHER N. JUDY,CHRISTOPHER NATHAN JUDY-CHRISTOPHER JUDY FOR STATE REPRESENTATIVE,STATE HOUSE,83,2020.0
IN,MIKE KARICKHOFF,MICHAEL HARRY KARICKHOFF-FRIENDS FOR KARICKHOFF,STATE HOUSE,30,2020.0
IN,JOANNA KING,JOANNA KING-JOANNA KING FOR SENATE,STATE HOUSE,49,2020.0
IN,SHEILA ANN JOHNSTON KLINKER,SHEILA A. KLINKER-KLINKER FOR STATE REPRESENTATIVE COMMITTEE,STATE HOUSE,27,2020.0
IN,ERIC ALLAN KOCH,ERIC ALLAN KOCH-ERIC KOCH FOR STATE REPRESENTATIVE,STATE SENATE,44,2020.0
IN,DENNIS K. KRUSE,DENNIS K. KRUSE-CITIZENS FOR KRUSE,STATE SENATE,14,2018.0
IN,TIMOTHY S. LANANE,TIMOTHY S. LANANE-COMMITTEE TO ELECT SENATOR TIM LANANE,STATE SENATE,25,2018.0
IN,RYAN LAUER,RYAN DAVID LAUER-FRIENDS OF RYAN LAUER,STATE HOUSE,59,2020.0
IN,CINDY LEDBETTER,CINDY LYNN LEDBETTER-LEDBETTER FOR STATE REPRESENTATIVE,STATE HOUSE,75,2020.0
IN,DONALD J. LEHE,DONALD JOSEPH LEHE-FRIENDS OF DON LEHE,STATE HOUSE,25,2020.0
IN,MATTHEW S. LEHMAN,MATTHEW SCOTT LEHMAN-MATT LEHMAN FOR STATE REPRESENTATIVE,STATE HOUSE,79,2020.0
IN,JEAN A. LEISING,JEAN LEISING-JEAN LEISING FOR STATE SENATE,STATE SENATE,42,2020.0
IN,DANIEL J. LEONARD,DANIEL JOSEPH LEONARD-COMMITTEE TO ELECT DAN LEONARD,STATE HOUSE,50,2020.0
IN,SHANE LINDAUER,SHANE MICHAEL LINDAUER-SHANELINDAUER.COM,STATE HOUSE,63,2020.0
IN,JIM LUCAS,JAMES THOMAS LUCAS-FRIENDS OF JIM LUCAS,STATE HOUSE,69,2020.0
IN,RANDY LYNESS,RANDALL JEFFREY LYNESS-ELECT RANDY LYNESS,STATE HOUSE,68,2020.0
IN,ETHAN MANNING,ETHAN E MANNING-ELECT ETHAN,STATE HOUSE,23,2020.0
IN,CHRIS D. MAY,CHRISTOPHER DAVID MAY-CHRIS MAY FOR INDIANA,STATE HOUSE,65,2020.0
IN,PEGGY MAYFIELD,PEGGY MAYFIELD-THE MAYFIELD CAMPAIGN,STATE HOUSE,60,2020.0
IN,WENDY MCNAMARA,WENDY MARIE MCNAMARA-WENDY MCNAMARA FOR STATE REPRESENTATIVE,STATE HOUSE,76,2020.0
IN,EDDIE D. MELTON,EDDIE DARALE MELTON-EDDIE MELTON FOR GOVERNOR,STATE SENATE,3,2020.0
IN,MARK B. MESSMER,MARK BRIAN MESSMER-MARKMESSMER.COM,STATE SENATE,48,2018.0
IN,DOUGLAS L. MILLER,DOUGLAS L MILLER-MILLER FOR STATE REPRESENTATIVE,STATE HOUSE,48,2020.0
IN,RYAN D. MISHLER,RYAN DOUGLAS MISHLER-MISHLER FOR STATE SENATE,STATE SENATE,9,2020.0
IN,JUSTIN MOED,JUSTIN MOED-NEIGHBORS FOR JUSTIN MOED,STATE HOUSE,97,2020.0
IN,ROBERT MORRIS,ROBERT DONALD MORRIS-BOB MORRIS FOR STATE REPRESENTATIVE,STATE HOUSE,84,2020.0
IN,ALAN MORRISON,ALAN PAUL MORRISON-COMMITTEE TO ELECT ALAN MORRISON,STATE HOUSE,42,2020.0
IN,CHARLES A. MOSELEY,CHARLES ALVA MOSELEY-CITIZENS FOR CHUCK COMMITTEE,STATE HOUSE,10,2020.0
IN,FRANK MRVAN,FRANK MRVAN-MRVAN FOR SENATOR COMMITTEE,STATE SENATE,1,2018.0
IN,SHARON NEGELE,SHARON KAYE NEGELE-ELECT NEGELE FOR STATE REPRESENTATIVE,STATE HOUSE,13,2020.0
IN,RICK NIEMEYER,RICK N NIEMEYER-COMMITTE TO ELECT RICK NIEMEYER,STATE SENATE,6,2018.0
IN,DAVID L. NIEZGODSKI,DAVID LEE NIEZGODSKI-DAVID NIEZGODSKI FOR SENATE DISTRICT 10,STATE SENATE,10,2020.0
IN,CURT NISLY,CURTIS L NISLY-CURT NISLY FOR STATE REPRESENTATIVE,STATE HOUSE,22,2020.0
IN,TIM O'BRIEN,NOT FOUND,STATE HOUSE,78,
IN,JULIE OLTHOFF,JULIE ANN OLTHOFF-VOTERS FOR JULIE OLTHOFF,STATE HOUSE,19,2020.0
IN,RENEE PACK,RENEE PACK-RENEE PACK FOR STATE REPRESENTATIVE,STATE HOUSE,92,2020.0
IN,ZACH CHARLES PAYNE,ZACHARY CHARLES PAYNE-FRIENDS OF ZACH PAYNE,STATE HOUSE,66,2020.0
IN,CLYDE A. PERFECT,"CLYDE ALLEN PERFECT, JR.-VOTE CHIP PERFECT",STATE SENATE,43,2018.0
IN,TONYA PFAFF,TONYA MARIE PFAFF-ELECT TONYA PFAFF,STATE HOUSE,43,2020.0
IN,MATT PIERCE,MATT PIERCE-PIERCE FOR STATE REPRESENTATIVE,STATE HOUSE,61,2020.0
IN,GREGORY W. PORTER,GREGORY PORTER-GREGORY W. PORTER FOR STATE REPRESENTATIVE DISTRICT 96,STATE HOUSE,96,2020.0
IN,JOHN PRESCOTT,JOHN DALE PRESCOTT-J.D. PRESCOTT FOR STATE REPRESENTATIVE,STATE HOUSE,33,2020.0
IN,JIM PRESSEL,JAMES ROBERT PRESSEL JR.-FRIENDS OF JIM PRESSEL,STATE HOUSE,20,2020.0
IN,CHERRISH S. PRYOR,CHERRISH S PRYOR-COMMITTEE TO ELECT CHERRISH PRYOR,STATE HOUSE,94,2020.0
IN,FADY QADDOURA,FADY A. QADDOURA-FADY 4 HOOSIER FAMILIES,STATE SENATE,30,2020.0
IN,JEFF RAATZ,JEFFREY S RAATZ-RAATZ FOR INDIANA STATE SENATE COMMITTEE,STATE SENATE,27,2018.0
IN,LONNIE MARCUS RANDOLPH,LONNIE M. RANDOLPH-COMMITTEE TO ELECT ATTORNEY LONNIE M. RANDOLPH,STATE SENATE,2,2020.0
IN,LINDA ROGERS,LINDA LEE ROGERS-LINDA ROGERS FOR STATE SENATE,STATE SENATE,11,2018.0
IN,ELIZABETH VANDELENE ROWRAY,ELIZABETH K ROWRAY-ELIZABETH ROWRAY FOR INDIANA,STATE HOUSE,35,2020.0
IN,JACK E. SANDLIN,JACK E SANDLIN-SANDLIN FOR SENATE,STATE SENATE,36,2020.0
IN,THOMAS E. SAUNDERS,THOMAS EUGENE SAUNDERS-FRIENDS OF TOM SAUNDERS,STATE HOUSE,54,2020.0
IN,DONNA SCHAIBLEY,DONNA JEAN SCHAIBLEY-DONNA SCHAIBLEY FOR STATE REPRESENTATIVE,STATE HOUSE,24,2020.0
IN,ROBIN C. SHACKLEFORD,ROBIN CHERI SHACKLEFORD-SHACKLEFORD FOR HOUSE,STATE HOUSE,98,2020.0
IN,HAROLD SLAGER,HAROLD M. SLAGER-COMMITTEE TO ELECT HAL SLAGER,STATE HOUSE,15,2020.0
IN,BENJAMIN SMALTZ,BENJAMIN CHARLES SMALTZ-COMMITTEE TO ELECT BEN SMALTZ,STATE HOUSE,52,2020.0
IN,VERNON G. SMITH,VERNON G. SMITH-COMMITTEE TO ELECT DR. VERNON G. SMITH ST. REP,STATE HOUSE,14,2020.0
IN,CRAIG SNOW,CRAIG THOMAS SNOW-SNOW INDIANA STATE REPRESENTATIVE,STATE HOUSE,18,2020.0
IN,EDMOND L. SOLIDAY,EDMOND LEWIS SOLIDAY-FRIENDS OF ED SOLIDAY COMMITTEE,STATE HOUSE,4,2020.0
IN,MIKE SPEEDY,MICHAEL RAY SPEEDY-FRIENDS FOR MIKE SPEEDY,STATE HOUSE,90,2020.0
IN,GREGORY E. STEUERWALD,GREGORY EARL STEUERWALD-STEUERWALD FOR STATE REP.,STATE HOUSE,40,2020.0
IN,VANESSA J. SUMMERS,VANESSA J. SUMMERS-VANESSA J. SUMMERS FOR STATE REPRESENTATIVE,STATE HOUSE,99,2020.0
IN,KAREN R. TALLIAN,KAREN R. TALLIAN-TALLIAN FOR SENATE ELECTION COMMITTEE,STATE SENATE,4,2018.0
IN,GREG TAYLOR,GREGORY GUROD TAYLOR-GREG TAYLOR FOR STATE SENATE COMMITTEE,STATE SENATE,33,2020.0
IN,JAKE TESHKA,JACOB LOUIS TESHKA-COMMITTEE TO ELECT JAKE TESHKA,STATE HOUSE,7,2020.0
IN,JEFFREY A. THOMPSON,JEFFREY ALLEN THOMPSON-CITIZENS FOR JEFF THOMPSON,STATE HOUSE,28,2020.0
IN,JIM ANDREW TOMES,JAMES ANDREW TOMES-COMMITTEE TO ELECT JIM TOMES,STATE SENATE,49,2018.0
IN,GERALD R. TORR,GERALD R. TORR-TORR FOR REPRESENTATIVE COMMITTEE,STATE HOUSE,39,2020.0
IN,HEATH R. VANNATTER,HEATH RANDALL VAN NATTER-COMMITTEE TO ELECT HEATH VANNATTER,STATE HOUSE,38,2020.0
IN,ANN VERMILION,ANN E VERMILION-FRIENDS OF ANN VERMILION,STATE HOUSE,31,2020.0
IN,GREGGORY F. WALKER,GREG FRANK WALKER-TAXPAYERS FOR GREG WALKER,STATE SENATE,41,2018.0
IN,KYLE WALKER,KYLE WALKER-WALKER FOR INDIANA,STATE SENATE,31,2020.0
IN,TIMOTHY WESCO,TIMOTHY WESCO-WESCO VICTORY COMMITTEE,STATE HOUSE,21,2020.0
IN,SHELLI YODER,SHELLI RENEE YODER-FRIENDS OF SHELLI YODER,STATE SENATE,40,2020.0
IN,R. MICHAEL YOUNG,R. MICHAEL YOUNG-YOUNG FOR STATE SENATE,STATE SENATE,35,2020.0
IN,JOHN T. YOUNG,JOHN TERRILL YOUNG-COMMITTEE TO ELECT JOHN T. YOUNG,STATE HOUSE,47,2020.0
IN,ANDY ZAY,ANDY R ZAY-FRIENDS OF ANDY ZAY,STATE SENATE,17,2018.0
IN,DENNIS J. ZENT,DENNIS JAMES  ZENT-COMMITTEE TO ELECT DENNY ZENT,STATE HOUSE,51,2020.0
IN,CINDY MEYER ZIEMKE,CINDY MEYER ZIEMKE-CINDY MEYER ZIEMKE FOR STATE REP,STATE HOUSE,55,2020.0
IA,AKO ABDUL-SAMAD,CITIZENS FOR AKO ABDUL-SAMAD,STATE HOUSE,35,2020.0
IA,MARTI ANDERSON,MARTI ANDERSON FOR IOWA,STATE HOUSE,36,2020.0
IA,EDDIE ANDREWS,EDDIE ANDREWS FOR IOWA,STATE HOUSE,39,2020.0
IA,ROBERT P. BACON,FRIENDS OF ROB BACON,STATE HOUSE,48,2020.0
IA,TERRY BAXTER,TERRY BAXTER FOR IOWA HOUSE,STATE HOUSE,8,2020.0
IA,LIZ BENNETT,IOWANS FOR LIZ BENNETT,STATE HOUSE,65,2020.0
IA,MICHAEL BERGAN,BERGAN FOR IOWA HOUSE,STATE HOUSE,55,2020.0
IA,BRIAN BEST,BRIAN BEST FOR HOUSE,STATE HOUSE,12,2020.0
IA,TONY BISIGNANO,BISIGNANO FOR SENATE ACCOUNT,STATE SENATE,17,2018.0
IA,JANE E. BLOOMINGDALE,VOTE BLOOMINGDALE,STATE HOUSE,51,2020.0
IA,BROOKE BODEN,BROOKE BODEN FOR IOWA HOUSE,STATE HOUSE,26,2020.0
IA,CHRISTINA BOHANNAN,BOHANNAN FOR IOWA,STATE HOUSE,85,2020.0
IA,JOE L. BOLKCOM,JOE BOLKCOM FOR IOWA SENATE,STATE SENATE,43,2018.0
IA,JACOB BOSSMAN,FRIENDS OF JACOB BOSSMAN,STATE HOUSE,6,2020.0
IA,NATE BOULTON,BOULTON FOR SENATE,STATE SENATE,16,2020.0
IA,STEVEN P. BRADLEY,NOT FOUND,STATE HOUSE,58,2020.0
IA,WESLEY C. BRECKENRIDGE,WES BRECKENRIDGE FOR STATE REPRESENTATIVE,STATE HOUSE,29,2020.0
IA,HOLLY BRINK,CITIZENS FOR HOLLY BRINK,STATE HOUSE,80,2020.0
IA,WAYLON BROWN,WAYLON BROWN FOR STATE SENATE,STATE SENATE,26,2020.0
